Otu,Size,ID,Organism_Class,Organism_Order,Trophic function,Trophic status,Lifestyle,Growth form,#Accession,%identite,Longueur,BitScore,Gateway Hill-M6-1-Min10,Gateway Hill-M6-2-Min10,Gateway Hill-M6-3-Min10,Gateway Hill-M7-1-Min10,Gateway Hill-Sw-1-Org,Gateway Hill-Sw-1-Roots,Gateway Hill-Sw-1-Min10,Gateway Hill-Sw-1-Min35,Gateway Hill-Sw-2-Org,Gateway Hill-Sw-2-Roots,Gateway Hill-Sw-2-Min10,Gateway Hill-Sw-2-Min35,Gateway Hill-M2-1-Min10,Gateway Hill-M2-2-Min10,Gateway Hill-M2-3-Min10,Gateway Hill-M7-2-Min10,Gateway Hill-M7-3-Min10,Gateway Hill-M8-1-Min10,Gateway Hill-M8-2-Min10,Gateway Hill-M8-3-Min10,Gateway Hill-M14-1-Min10,Gateway Hill-M14-2-Min10,Gateway Hill-M14-3-Min10,Fort Chipewayn-TR1B-1-Min10,Fort Chipewayn-TR1B-2-Min10,Fort Chipewayn-TR1B-3-Min10,Fort Chipewayn-TR1P-1-Min10,Fort Chipewayn-TR1P-2-Min10,Fort Chipewayn-TR1P-3-Min10
OTU_4510,3,Infundichalara microchona isolate SM19A2,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,DQ093752.1,96.7,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
OTU_4511,3,Inocybe splendens var. phaeoleuca isolat,Agaricomycetes,Agaricales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,HQ604527.1,95.3,381,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4512,3,OTU_4512,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_4513,3,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,99.1,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4514,3,OTU_4514,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4515,3,Amphinema sp. MB-2011 18S ribosomal RNA ,Agaricomycetes,Atheliales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KP896159.1,97,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_4516,3,Tomentella sp. O41 partial 18S rRNA gene,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AJ534912.1,96.7,329,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4517,3,OTU_4517,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4518,3,OTU_4518,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
OTU_4519,3,Hymenoscyphus immutabilis isolate 71809 ,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,AY348584.1,98,245,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4520,3,OTU_4520,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_4521,3,Sistotrema sp. UC2022975 18S ribosomal R,Agaricomycetes,Cantharellales,Saprotroph,Saprotroph,Saprotroph,,KP814242.1,90.8,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_4522,3,Tomentella coerulea isolate PA46 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KR019826.1,96.4,329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4523,3,Mortierella sp. MEL 2385000 18S ribosoma,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,KP311421.1,91.7,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4524,3,Hebeloma monticola voucher UPS:SM6133 sm,Agaricomycetes,Agaricales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KX765772.1,96.7,365,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4525,3,OTU_4525,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4526,3,Umbelopsis sp. II GK-2010 strain ARSL 23,Incertae sedis,Mucorales,Saprotroph,Saprotroph,Saprotroph,,HQ157863.1,92.3,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
OTU_4527,3,OTU_4527,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_4528,3,Ilyonectria sp. 2 PB-2014 strain 106HR12,Sordariomycetes,Hypocreales,Biotroph/Plant pathogen,Biotroph,Plant pathogen,,KM248554.1,94.7,263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4529,3,Hygrocybe persistens isolate S11.2 small,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KY322597.1,95.8,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
OTU_4530,3,Trechispora alnicola isolate AFTOL-ID 66,Agaricomycetes,Trechisporales,Saprotroph,Saprotroph,Saprotroph,,DQ411529.1,97.5,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4531,3,Gymnopus dryophilus strain SR108-10MX 18,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KT697990.1,96.5,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4532,3,"Sagenomella humicola genes for 18S rRNA,",Eurotiomycetes,Eurotiales,Saprotroph,Saprotroph,Saprotroph,,LC177649.1,95.6,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_4533,3,Phlebiella sp. 128 VM-2015 18S ribosomal,Agaricomycetes,Polyporales,Saprotroph,Saprotroph,Saprotroph,,KP783450.1,94.1,303,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4534,3,OTU_4534,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
OTU_4535,3,Tomentella fuscocinerea voucher TL6662 1,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,GU214812.1,92.7,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4536,3,OTU_4536,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_4537,3,Tomentella coerulea isolate PA46 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KR019826.1,93.1,331,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4538,3,Hygrocybe conica var. conica 18S rRNA ge,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,FM208878.1,96.5,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
OTU_4539,3,Tomentella sp. 16 SE-2015 internal trans,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KT275616.1,91.6,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_4540,3,"Tomentella cinerascens ITS1, 5.8S riboso",Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U83483.1,95.1,329,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4541,3,Tomentella sp. FK-2016a internal transcr,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KT032092.1,95,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4542,3,Tricholomataceae sp. SGT-2012 isolate L4,,,,,,,JX030261.1,97.1,275,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4543,3,Infundichalara microchona isolate SM19A2,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,DQ093752.1,96.4,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4544,3,Hygrocybe conica PBM 918 isolate AFTOL-I,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,AY854074.1,96,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
OTU_4545,3,Rhizopogon rudus MICH 5488 ITS region; f,Agaricomycetes,Boletales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,NR_119439.1,96.3,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4546,3,Ericoid mycorrhizal sp. Sm5 internal tra,,,Symbiotroph/Ericoid,Symbiotroph,Ericoid,,AY046400.1,96.7,243,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4547,3,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,92.5,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_4548,3,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,97.7,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4549,3,Tomentella sp. 17 SE-2015 internal trans,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KT275619.1,97,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_4550,3,OTU_4550,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4551,3,Russula dryadicola voucher 16243 18S rib,Agaricomycetes,Russulales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,JF908710.1,94.9,294,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4552,3,Sistotrema sp. WBR-1 internal transcribe,Agaricomycetes,Cantharellales,Saprotroph,Saprotroph,Saprotroph,,KC514807.1,91.9,271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4553,3,Sydowia polyspora isolate PAV-M 1.015 18,Dothideomycetes,Dothideales,Saprotroph,Saprotroph,Saprotroph,,KF993419.1,96.3,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4554,3,Acremonium cereale strain F42 18S riboso,Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,JX045736.1,98.5,264,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_4555,3,OTU_4555,,,,,,,,,,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4556,3,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,90.9,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_4557,3,Clitocybe odora strain CCB17 (TENN) smal,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,MF773639.1,95.9,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4558,3,Clavulinopsis gracillima isolate HA5 int,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KY706170.1,98.9,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_4559,3,OTU_4559,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4560,3,OTU_4560,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4561,3,Calyptrozyma arxii CBS 354.92 ITS region,Eurotiomycetes,Incertae sedis,Unknown Function,Unknown Function,Unknown Function,,NR_137141.1,90.8,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
OTU_4562,3,OTU_4562,,,,,,,,,,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4563,3,OTU_4563,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
OTU_4564,3,Geminibasidium donsium strain DAOM 24212,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242881.1,93.7,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
OTU_4565,3,"Ramaria abietina 18S rRNA gene, 5.8S rRN",Agaricomycetes,Gomphales,Symbiotroph/Ectomycorrhizal/white rot,Symbiotroph,Ectomycorrhizal,White rot,AJ408383.1,95,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4566,3,OTU_4566,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
OTU_4567,3,Geminibasidium donsium strain DAOM 24196,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242878.1,93.7,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_4568,3,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,92.5,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
OTU_4569,3,Ericoid mycorrhizal sp. Sm5 internal tra,,,Symbiotroph/Ericoid,Symbiotroph,Ericoid,,AY046400.1,97.9,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4570,3,Claussenomyces sp. voucher G.M.2015-08-2,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,MF099779.1,85,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4571,3,OTU_4571,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4572,3,OTU_4572,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
OTU_4573,3,Wilcoxina rehmii isolate 52 internal tra,Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,MF926520.1,97.5,239,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4574,3,"Ramaria abietina 18S rRNA gene, 5.8S rRN",Agaricomycetes,Gomphales,Symbiotroph/Ectomycorrhizal/white rot,Symbiotroph,Ectomycorrhizal,White rot,AJ408383.1,95.3,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4575,3,Russula sp. 087P_UP5_3276F18 18S ribosom,Agaricomycetes,Russulales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,GU981745.1,98.5,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
OTU_4576,3,Thyronectria lamyi strain NL7 18S riboso,Sordariomycetes,Incertae sedis,Unknown Function,Unknown Function,Unknown Function,,KM225681.1,97.2,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4577,3,OTU_4577,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4578,3,OTU_4578,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4579,3,Ciliolarina pinicola voucher G.M. 2014-1,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,KY800411.1,93.1,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4580,3,"Russula sp. N21 partial 18S rRNA gene, I",Agaricomycetes,Russulales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,AJ534906.1,95.3,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_4581,3,Trichocladium opacum isolate 185J14 18S ,Sordariomycetes,Sordariales,Saprotroph,Saprotroph,Saprotroph,,KU516597.1,97.2,289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
OTU_4582,3,Ramariopsis helvola voucher KA12-1320 18,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KR673550.1,89,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
OTU_4583,3,OTU_4583,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OTU_4584,3,OTU_4584,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4585,3,Hyalodendriella betulae strain KUC5014 1,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,GQ241281.1,96.5,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
OTU_4586,3,OTU_4586,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4587,3,OTU_4587,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
OTU_4588,3,Geomyces sp. GW_OTU03 18S ribosomal RNA ,Leotiomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,KP714532.1,96.4,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4589,3,Geminibasidium hirsutum strain DAOM 2419,Wallemiomycetes,Geminibasidiales,Saprotroph,Saprotroph,Saprotroph,,JX242880.1,91.7,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
OTU_4590,3,OTU_4590,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4591,3,OTU_4591,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4592,3,Magnaporthaceae sp. 1 RB-2011 voucher LF,,,,,,,JQ272354.1,97.8,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
OTU_4593,3,"Acremonium cyanophagus, 18S ribosomal RN",Sordariomycetes,Hypocreales,Saprotroph,Saprotroph,Saprotroph,,DQ393594.1,93.2,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4594,3,Gymnopus dryophilus strain SR108-10MX 18,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KT697990.1,96.2,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4595,3,OTU_4595,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_4596,3,OTU_4596,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
OTU_4597,3,Clitocybe phyllophila voucher AH44071 18,Agaricomycetes,Agaricales,Saprotroph,Saprotroph,Saprotroph,,KJ680981.1,97.2,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4598,3,Mortierella gamsii strain S6A1CV small s,Incertae sedis,Mortierellales,Saprotroph,Saprotroph,Saprotroph,,KY305027.1,96,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4599,3,Sarea sp. C65 isolate C65 18S ribosomal ,Lecanoromycetes,Agyriales,Symbiotroph/Lichenized,Symbiotroph,Lichenized,,FJ903326.1,83,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU_4600,3,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,98.2,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
OTU_4601,3,Slooffia tsugae clone G-ela1-ITS1_OTU-0-,,,,,,,KY592239.1,98.3,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4602,3,OTU_4602,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
OTU_4603,3,Tomentella coerulea isolate PA46 18S rib,Agaricomycetes,Thelephorales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,KR019826.1,84.2,329,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4604,3,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,97.7,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
OTU_4605,3,Hymenoscyphus sp. 1558 internal transcri,Leotiomycetes,Helotiales,Saprotroph,Saprotroph,Saprotroph,,AY348593.1,95.5,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4606,3,Geomyces sp. GW_OTU03 18S ribosomal RNA ,Leotiomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,KP714532.1,98,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_4607,3,"Geomyces sp. 11MA03 18S ribosomal RNA, p",Leotiomycetes,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,JX270438.1,97,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4608,3,Chalara sp. TMS-2011 voucher MS3p_50-44 ,Incertae sedis,Incertae sedis,Saprotroph,Saprotroph,Saprotroph,,HQ630988.1,95.9,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_4609,3,Tyromyces kmetii voucher Dai 12403 inter,Agaricomycetes,Polyporales,Saprotroph/White rot,Saprotroph,White rot,White rot,KF698747.1,96,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4610,3,OTU_4610,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_4611,3,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,98.6,218,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_4612,3,"Wilcoxina rehmii 18S ribosomal RNA, part",Pezizomycetes,Pezizales,Symbiotroph/Ectomycorrhizal,Symbiotroph,Ectomycorrhizal,,U38634.1,97.2,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
